Timestamp,Temp_Compressor,Temp_Turbine,Pressure_Compressor,Vibration_Compressor,Speed_Turbine,Fuel_Flow,Altitude,Airspeed,Ambient_Temp,Fault_Label
2024-03-01 00:00:00,0.5166993081718787,-0.4827412024369931,1.2189232097382368,0.4394305056728753,1.109674069235295,0.2598936881961659,-0.4570969290616467,0.9351766524024,0.5204732947416515,Normal
2024-03-01 01:00:00,-0.137371623850849,-1.071037809925165,-0.5812294335549981,0.165393778895081,-0.3445207402574984,0.3813758228203028,1.4169600345480609,-0.8044545066356705,-0.4611189909511339,Normal
2024-03-01 02:00:00,0.6722131781569122,-0.8677993944638053,0.2689077414317612,1.551951868779572,1.1567249563802149,0.6471807404631355,0.0530601750835442,-1.4356611045719123,-1.6065534178337144,Normal
2024-03-01 03:00:00,1.5738741843409143,-1.3510546262392482,0.1429674860017421,0.1762276991651342,0.0476828249750994,-1.703166600438118,-1.739264111892795,-0.9808337308274184,0.2474140308279231,Normal
2024-03-01 04:00:00,-0.2361438818636136,-0.9490786685759413,-1.116519878423316,0.2510319169578171,0.1225477210911369,-0.3762938278549289,0.6815546078623882,0.3411629584692916,-1.328882809411164,Turbine Blade Damage
2024-03-01 05:00:00,-0.236126970441228,1.45962404718234,0.975392826141398,0.1599528420441563,2.1498930208674416,0.3697214787247914,0.0384673199766916,-1.6003223711531915,-2.0190222286097046,Normal
2024-03-01 06:00:00,1.631746447848239,-0.9646824822009894,0.5586098759587083,0.6077574670301645,-0.4832015008086692,-0.3155510034676703,-0.6427726142119543,-1.1888243786781778,0.6739814552996967,Normal
2024-03-01 07:00:00,0.7955598874378468,0.1171357812960415,-2.0568073250203547,-0.4871850927729929,1.2515745281633983,-0.3120000857192934,-1.671915120035202,1.7185017939204543,1.4940960146544418,Normal
2024-03-01 08:00:00,-0.4785405051095029,-0.5362808704797604,0.2681030754031949,-0.1987940864223873,0.493911977937123,0.3683543141680408,-1.0533425877907872,-0.4122420253820624,-0.4085241089216052,Normal
2024-03-01 09:00:00,0.5639236890624678,1.2098252909988447,-0.8106885296538363,0.8635371037470241,-0.5715839312070873,0.3916913627741282,-1.1822303485454737,-0.0154017626236091,1.2139535437755138,Normal
2024-03-01 10:00:00,-0.4723016998563322,1.3471855356658162,1.1099163432594286,0.3109607897509194,-1.3252056510701216,0.4629175008900122,0.279193752603139,-1.702636804871679,0.8002433526221527,Normal
2024-03-01 11:00:00,-0.4746832794592059,0.8829799452418672,-1.5012937515991307,-0.0950687870546467,-1.0388626710995112,-0.8292333629855015,0.926887699706902,0.3160600367789362,0.6640835947424683,Normal
2024-03-01 12:00:00,0.2542875689484644,0.3036885173310679,-0.3829322236797556,-1.428686287826031,1.1535104337462134,-1.4711412777477006,-0.9289374469992964,-0.6104374325406309,-0.1812644625746436,Normal
2024-03-01 13:00:00,-1.9657585948802043,-0.254067658802559,0.3549937404031347,1.5765628217016805,1.7652187338078733,0.8090493797483814,0.6776940139170139,0.1015947984940067,-0.611976736351563,Normal
